,nct_id,interventions,intervention_details,Intervention_Type,Intervention_Name,ngram
356,NCT04343976,Drug: Pegylated interferon lambda,Drug:Pegylated interferon lambda:180 mcg subcutaneous injection of pegylated interferon lambda,Drug,Pegylated interferon lambda,Interferon
357,NCT04343989,Drug: Clazakizumab 25 mg,"Drug:Clazakizumab 25 mg:The first dose will be administered as soon as possible after the patient is enrolled and randomized into the Clazakizumab 25 mg arm. The route of administration will be intravenous. Each dose will be administered as an infusion that is run over 30 minutes. Serum CRP will be evaluated at baseline and on days 1 and 2 following clazakizumab administration. If the CRP does not decrease by 50% within 36-48 hours after the first dose, a second dose of 25 mg clazakizumab will be given no later than day 3.",Drug,Clazakizumab 25 mg,Clazakizumab
358,NCT04344041,"Drug: cholecalciferol 200,000 IU","Drug:cholecalciferol 200,000 IU:Patients receive a vitamin D supplementation of 400,000 IU in a single oral dose.",Drug,"cholecalciferol 200,000 IU",Cholecalciferol
359,NCT04344184,Drug: L-ascorbic acid,Drug:L-ascorbic acid:50 mg/kg intravenous vitamin C infusion every 6 hours for up to 96 hours,Drug,L-ascorbic acid,L-Ascorbic Acid
360,NCT04344236,Drug: Saline oral/nasal rinse,"Drug:Saline oral/nasal rinse:5 cc of nasal rinses total for both nostrils + 20 cc of oral gargles, 4 times a day, for 7 days.",Drug,Saline oral/nasal rinse,Saline
361,NCT04344236,Drug: Saline oral/nasal rinse,"Drug:Saline oral/nasal rinse:5 cc of nasal rinses total for both nostrils + 20 cc of oral gargles, 4 times a day, for 7 days.",Drug,Saline oral/nasal rinse,Nasal
362,NCT04344236,Drug: 0.5% Povidone/Iodine oral/nasal rinse,"Drug:0.5% Povidone/Iodine oral/nasal rinse:5 cc of nasal rinses total for both nostrils + 20 cc of oral gargles, 4 times a day, for 7 days.",Drug,0.5% Povidone/Iodine oral/nasal rinse,Povidone
363,NCT04344236,Drug: 0.5% Povidone/Iodine oral/nasal rinse,"Drug:0.5% Povidone/Iodine oral/nasal rinse:5 cc of nasal rinses total for both nostrils + 20 cc of oral gargles, 4 times a day, for 7 days.",Drug,0.5% Povidone/Iodine oral/nasal rinse,Iodine
364,NCT04344236,Drug: 0.12% Chlorhexidine oral/nasal rinse,"Drug:0.12% Chlorhexidine oral/nasal rinse:5 cc of nasal rinses total for both nostrils + 20 cc of oral gargles, 4 times a day, for 7 days.",Drug,0.12% Chlorhexidine oral/nasal rinse,Chlorhexidine
365,NCT04344288,Drug: Prednisone,Drug:Prednisone:The experimental group will receive oral prednisone during 10 days (0.75 mg/kg/day during 5 days then 20 mg/day during 5 more days),Drug,Prednisone,Prednisone
366,NCT04344379,Drug: hydroxychloroquine,Drug:hydroxychloroquine:200 mg BID per day,Drug,hydroxychloroquine,Hydroxychloroquine
367,NCT04344379,Drug: azithromycin,Drug:azithromycin:250 mg per day,Drug,azithromycin,Azithromycin
368,NCT04344444,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:tablets provided as described in Arm B,Drug,Hydroxychloroquine,Hydroxychloroquine
369,NCT04344444,Drug: Azithromycin,Drug:Azithromycin:tablets provided as described in Arm C,Drug,Azithromycin,Azithromycin
370,NCT04344457,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:200 mg PO BID 7 days,Drug,Hydroxychloroquine,Hydroxychloroquine
371,NCT04344457,Drug: Indomethacin,Drug:Indomethacin:50 mg PO TID 14 Days,Drug,Indomethacin,Indomethacin
372,NCT04344457,Drug: Zithromax Oral Product,Drug:Zithromax Oral Product:500 mg PO QD 3 Days,Drug,Zithromax Oral Product,Zithromax Oral Product
373,NCT04344600,Drug: Peginterferon lambda alfa-1a subcutaneous injection,Drug:Peginterferon lambda alfa-1a subcutaneous injection:Peginterferon lambda-1a 180 micrograms by subcutaneous injection,Drug,Peginterferon lambda alfa-1a subcutaneous injection,Peginterferon
374,NCT04344600,Drug: Peginterferon lambda alfa-1a subcutaneous injection,Drug:Peginterferon lambda alfa-1a subcutaneous injection:Peginterferon lambda-1a 180 micrograms by subcutaneous injection,Drug,Peginterferon lambda alfa-1a subcutaneous injection,Subcutaneous Injection
375,NCT04344600,Drug: Peginterferon lambda alfa-1a subcutaneous injection,Drug:Peginterferon lambda alfa-1a subcutaneous injection:Peginterferon lambda-1a 180 micrograms by subcutaneous injection,Drug,Peginterferon lambda alfa-1a subcutaneous injection,Lambda
376,NCT04344730,Drug: Dexamethasone injection,"Drug:Dexamethasone injection:Box of 10 DEXAMETHASONE 20 mg / 5 ml, solution for injection in ampoule of 5mL. Each allocated box contains complete treatment from D1 to D10 for one patient.",Drug,Dexamethasone injection,Dexamethasone
377,NCT04344756,Drug: Tinzaparin or unfractionated heparin,"Drug:Tinzaparin or unfractionated heparin:Tinzaparin INNOHEP ® 175 IU/kg/24h for 14 days if creatinine clearance Cockcroft ≥ 20mL/min, Otherwise unfractionated heparin (Calciparine®, Héparine Sodique Choay®) subcutaneously or intravenous with an anti-Xa target between 0.5 and 0.7 IU/mL for 14 days",Drug,Tinzaparin or unfractionated heparin,Tinzaparin
378,NCT04344756,Drug: Tinzaparin or unfractionated heparin,"Drug:Tinzaparin or unfractionated heparin:Tinzaparin INNOHEP ® 175 IU/kg/24h for 14 days if creatinine clearance Cockcroft ≥ 20mL/min, Otherwise unfractionated heparin (Calciparine®, Héparine Sodique Choay®) subcutaneously or intravenous with an anti-Xa target between 0.5 and 0.7 IU/mL for 14 days",Drug,Tinzaparin or unfractionated heparin,Unfractionated Heparin
379,NCT04344782,Drug: Bevacizumab Injection,"Drug:Bevacizumab Injection:Treatment includes the administration on day 1 (D1) of an infusion of Bevacizumab 7.5 mg / kg in 100 ml saline for all patients weighing 100 kg or more. In control arm, patient receives standard care.",Drug,Bevacizumab Injection,Bevacizumab Injection
380,NCT04344951,Drug: UNIKINON (Chloroquine phosphate) 200mg tablets,Drug:UNIKINON (Chloroquine phosphate) 200mg tablets:Two and a half tablets (500mg) twice daily for seven days.,Drug,UNIKINON (Chloroquine phosphate) 200mg tablets,Chloroquine Phosphate
381,NCT04345419,Drug: Chloroquine or hydroxychloroquine,Drug:Chloroquine or hydroxychloroquine:Chloroquine or hydroxychloroquine pills,Drug,Chloroquine or hydroxychloroquine,Chloroquine
382,NCT04345419,Drug: Chloroquine or hydroxychloroquine,Drug:Chloroquine or hydroxychloroquine:Chloroquine or hydroxychloroquine pills,Drug,Chloroquine or hydroxychloroquine,Hydroxychloroquine
383,NCT04345419,Drug: Remdesivir,Drug:Remdesivir:Remdesivir as antiviral drug,Drug,Remdesivir,Remdesivir
384,NCT04345445,Drug: Tocilizumab,Drug:Tocilizumab:IV infusion,Drug,Tocilizumab,Tocilizumab
385,NCT04345445,Drug: Methylprednisolone,Drug:Methylprednisolone:IV infusion,Drug,Methylprednisolone,Methylprednisolone
386,NCT04345653,Drug: Hydroxychloroquine Sulfate (HCQ),"Drug:Hydroxychloroquine Sulfate (HCQ):Open-label, consecutive at-risk subjects allocation with chemoprophylaxis with HCQ.",Drug,Hydroxychloroquine Sulfate (HCQ),Hydroxychloroquine
387,NCT04345692,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:oral tablet administered by hospital staff or if discharged before day 5 - self administered oral tablet,Drug,Hydroxychloroquine,Hydroxychloroquine
388,NCT04345848,Drug: Enoxaparin,Drug:Enoxaparin:Two different doses of anticoagulation,Drug,Enoxaparin,Enoxaparin
389,NCT04345861,Drug: Hydroxychloroquine + placebo,Drug:Hydroxychloroquine + placebo:hydroxychloroquine : 800mg(Day1) then 600 mg (Day 2 to Day 11),Drug,Hydroxychloroquine + placebo,Hydroxychloroquine
390,NCT04345861,Drug: hydroxychloroquine + azithromycin,Drug:hydroxychloroquine + azithromycin:Combination hydroxychloroquine : 800mg(Day1) then 600 mg (Day 2 to Day 11) Azithromycin 500mg (day 1) then 250 mg (Day 2 to Day 5),Drug,hydroxychloroquine + azithromycin,+ Azithromycin
391,NCT04345887,Drug: Spironolactone 100mg,Drug:Spironolactone 100mg:2x100 mg spironolactone for 5 consecutive days,Drug,Spironolactone 100mg,Spironolactone
392,NCT04345991,Drug: Transfusion of COVID-19 convalescent plasma,"Drug:Transfusion of COVID-19 convalescent plasma:Two convalescent plasma units of 200 to 220 ml each will be transfused i.v. as early as possible and no later than 10 days after onset of clinical symptoms. In the absence of acute unforeseen adverse events in the first 3 patients, an additional 2 plasma units of 200/220 ml each will be transfused 24 hours after first 2 units: a total of 4 units / patient",Drug,Transfusion of COVID-19 convalescent plasma,Transfusion
393,NCT04345991,Drug: Transfusion of COVID-19 convalescent plasma,"Drug:Transfusion of COVID-19 convalescent plasma:Two convalescent plasma units of 200 to 220 ml each will be transfused i.v. as early as possible and no later than 10 days after onset of clinical symptoms. In the absence of acute unforeseen adverse events in the first 3 patients, an additional 2 plasma units of 200/220 ml each will be transfused 24 hours after first 2 units: a total of 4 units / patient",Drug,Transfusion of COVID-19 convalescent plasma,Plasma
394,NCT04346147,Drug: Imatinib tablets,Drug:Imatinib tablets:Imatinib 400 mg QD oral,Drug,Imatinib tablets,Imatinib
395,NCT04346147,Drug: Baricitinib Oral Tablet,Drug:Baricitinib Oral Tablet:Baricitinib 4 mg QD oral,Drug,Baricitinib Oral Tablet,Baricitinib
396,NCT04346199,Drug: Acalabrutinib,Drug:Acalabrutinib:Acalabrutinib- administered orally,Drug,Acalabrutinib,Acalabrutinib
397,NCT04346329,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Treated group,Drug,Hydroxychloroquine,Hydroxychloroquine
398,NCT04346355,Drug: Tocilizumab,"Drug:Tocilizumab:In case of aggravation of COVID-19 pneumonia, according to protocol criteria, participants will receive 8 mg/kg IV up to a maximum of 800 mg with repetition of the same dosage after 12 hours",Drug,Tocilizumab,Tocilizumab
399,NCT04346446,Drug: Random Donor Plasma,Drug:Random Donor Plasma:Random Donor Plasma will be transfuse from 200 to 600 mL according to the patient requirement,Drug,Random Donor Plasma,Plasma
400,NCT04346446,Drug: Random Donor Plasma,Drug:Random Donor Plasma:Random Donor Plasma will be transfuse from 200 to 600 mL according to the patient requirement,Drug,Random Donor Plasma,Donor
401,NCT04346446,Drug: Convalescent Plasma Transfusion,Drug:Convalescent Plasma Transfusion:Convalescent Plasma Transfusion,Drug,Convalescent Plasma Transfusion,Plasma Transfusion
402,NCT04346628,Drug: Favipiravir,"Drug:Favipiravir:Favipiravir administered orally, 1800 mg on the first dose (day 1) followed by 800 mg twice daily for the next 9 days (days 2-10).",Drug,Favipiravir,Favipiravir
403,NCT04346667,Drug: Hydroxychloroquine Sulfate Regular dose,Drug:Hydroxychloroquine Sulfate Regular dose:Hydroxychloroquine administered based off of in-vitro pharmacokinetics study of optimal dosage for efficacy against SARS-CoV-2,Drug,Hydroxychloroquine Sulfate Regular dose,Hydroxychloroquine
404,NCT04346667,Drug: Chloroquine,Drug:Chloroquine:Chloroquine administered based off of in-vitro pharmacokinetics study of optimal dosage for efficacy against SARS-CoV-2,Drug,Chloroquine,Chloroquine
405,NCT04346797,Drug: Eculizumab,"Drug:Eculizumab:Intravenous administration as follows: Induction dosage regimen at 1200 mg on Days 1, 4, 8 then 1200 mg or 900 mg on Day 12 depending on the monitoring of Eculizumab Plasma Level and CH5O and sC5B9 and maintenance doses of 900 mg on Days 15, 18 and 22",Drug,Eculizumab,Eculizumab
406,NCT04347031,Drug: Mefloquine,"Drug:Mefloquine:1st day: 750 mg of mefloquine per day, inside, in tablets of 250 mg 3 times a day - 1 tablet every 8 hours. Day 2: 500 mg of mefloquine, inside, in tablets of 250 mg 2 times a day - 1 tablet every 12 hours. 3rd - 7th day: 250 mg of mefloquine, inside, in tablets of 250 mg 1 time a day at the same time.",Drug,Mefloquine,Mefloquine
407,NCT04347031,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:st day: 800 mg of hydroxychloroquine per day, inside, in 200 mg tablets, 2 tablets 2 times a day; nd - 7th day: 400 mg of hydroxychloroquine per day, inside, in tablets of 200 mg, 1 tablet 2 times a day.",Drug,Hydroxychloroquine,Hydroxychloroquine
408,NCT04347174,Drug: Suspension of heat killed (autoclaved) Mycobacterium w,Drug:Suspension of heat killed (autoclaved) Mycobacterium w:Patients will be randomized to receive either Mycobacterium w in combination with standard care as per hospital practice or standard care alone in COVID-19 as per hospital practice.,Drug,Suspension of heat killed (autoclaved) Mycobacterium w,Mycobacterium
409,NCT04347174,Drug: Suspension of heat killed (autoclaved) Mycobacterium w,Drug:Suspension of heat killed (autoclaved) Mycobacterium w:Patients will be randomized to receive either Mycobacterium w in combination with standard care as per hospital practice or standard care alone in COVID-19 as per hospital practice.,Drug,Suspension of heat killed (autoclaved) Mycobacterium w,Heat
410,NCT04347174,Drug: Suspension of heat killed (autoclaved) Mycobacterium w,Drug:Suspension of heat killed (autoclaved) Mycobacterium w:Patients will be randomized to receive either Mycobacterium w in combination with standard care as per hospital practice or standard care alone in COVID-19 as per hospital practice.,Drug,Suspension of heat killed (autoclaved) Mycobacterium w,Autoclaved
411,NCT04347239,Drug: Leronlimab (700mg),"Drug:Leronlimab (700mg):Leronlimab (PRO) 140 is a humanized IgG4, monoclonal antibody (mAb) to the C-C chemokine receptor type 5 (CCR5)",Drug,Leronlimab (700mg),Leronlimab
412,NCT04347382,Drug: Honey,Drug:Honey:1gm/Kg/Day,Drug,Honey,Honey
413,NCT04347382,Drug: Nigella Sativa / Black Cumin,Drug:Nigella Sativa / Black Cumin:80mg/Kg/day,Drug,Nigella Sativa / Black Cumin,Cumin
414,NCT04347512,Drug: Hydroxychloroquine and azithromycin treatment arm.,"Drug:Hydroxychloroquine and azithromycin treatment arm.:Patient allocated in this arm receive hydroxychloroquine and azithromycin for 5 days. For hydroxychloroquine, there is a loading dose of 800 mg per day at D1, followed by 400 mg per day D2-D5. For azithromycin, there is a loading dose of 500 mg per day at D1, followed by 250 mg per day D2-D5. Every patient receive as well antibiotic (ceftriaxone 1-2 g per day IV), and standard of care (oxygen therapy, analgesics, antipyretics, heparin, etc).",Drug,Hydroxychloroquine and azithromycin treatment arm.,Azithromycin
415,NCT04347512,Drug: Hydroxychloroquine and azithromycin treatment arm.,"Drug:Hydroxychloroquine and azithromycin treatment arm.:Patient allocated in this arm receive hydroxychloroquine and azithromycin for 5 days. For hydroxychloroquine, there is a loading dose of 800 mg per day at D1, followed by 400 mg per day D2-D5. For azithromycin, there is a loading dose of 500 mg per day at D1, followed by 250 mg per day D2-D5. Every patient receive as well antibiotic (ceftriaxone 1-2 g per day IV), and standard of care (oxygen therapy, analgesics, antipyretics, heparin, etc).",Drug,Hydroxychloroquine and azithromycin treatment arm.,Arm
416,NCT04347512,Drug: Hydroxychloroquine and azithromycin treatment arm.,"Drug:Hydroxychloroquine and azithromycin treatment arm.:Patient allocated in this arm receive hydroxychloroquine and azithromycin for 5 days. For hydroxychloroquine, there is a loading dose of 800 mg per day at D1, followed by 400 mg per day D2-D5. For azithromycin, there is a loading dose of 500 mg per day at D1, followed by 250 mg per day D2-D5. Every patient receive as well antibiotic (ceftriaxone 1-2 g per day IV), and standard of care (oxygen therapy, analgesics, antipyretics, heparin, etc).",Drug,Hydroxychloroquine and azithromycin treatment arm.,Hydroxychloroquine
417,NCT04347512,Drug: Control arm,"Drug:Control arm:In this arm, no experimental treatment is prescribed. Patients receive IV antibiotics and standard of care (oxygen therapy, analgesics, antipyretics, heparin, etc).",Drug,Control arm,Control
418,NCT04347889,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Oral loading dose followed by once weekly dosing,Drug,Hydroxychloroquine,Hydroxychloroquine
419,NCT04347915,Drug: Clevudine,Drug:Clevudine:Clevudine 120mg once a day for 14 days (up to 21 days),Drug,Clevudine,Clevudine
420,NCT04347954,Drug: Povidone-Iodine 2%,"Drug:Povidone-Iodine 2%:Two sprays to each nare of PVP-I 2% via nasal spray bottle, four times a day",Drug,Povidone-Iodine 2%,Povidone
421,NCT04347954,Drug: Povidone-Iodine 2%,"Drug:Povidone-Iodine 2%:Two sprays to each nare of PVP-I 2% via nasal spray bottle, four times a day",Drug,Povidone-Iodine 2%,Iodine
422,NCT04347954,Drug: Isotonic saline 0.9%,"Drug:Isotonic saline 0.9%:Two sprays to each nare of isotonic saline (0.9% NaCl) via nasal spray bottle, four times a day",Drug,Isotonic saline 0.9%,Isotonic Saline
423,NCT04347980,Drug: Dexamethasone and Hydroxychloroquine,"Drug:Dexamethasone and Hydroxychloroquine:Patients included in the ""Hydroxychloroquine / Dexamethasone"" group will benefit from standardized ventilatory management and administration of Hydroxychloroquine in the same manner as the Hydroxychloroquine group. They will receive in addition to Dexamethasone at a rate of 20 mg intravenously for 15 min once a day for 5 days (D1 to D5) then at a rate of 10 mg per day from D6 to D10. If the patient is extubated before the 10th day, he will receive his last dose of Dexamethasone before.",Drug,Dexamethasone and Hydroxychloroquine,Dexamethasone
